subset,auroc,ci_lower,ci_upper,n_test
bluff_vs_value,0.9350695709323744,0.9287245033488932,0.9414103917444983,8927
position_matched,0.9284847531466076,0.9185690976104841,0.937731291329115,2996
street_matched,0.927019737932731,0.9171889990378522,0.936172657133063,2996
board_matched,0.9192345468189898,0.90944004667163,0.9293896066998957,2996
action_matched,0.9183851722189444,0.9073291493475311,0.9276560443015013,2996
made_hand_matched,0.821584524344335,0.8036559296073962,0.8376229180259269,2426
