feature,activation_frequency,auroc,status,mean_active_positive,mean_active_negative,abs_auroc_gap
7102,0.3394017477033386,0.42244630562882984,ranked,0.48244842886924744,0.9055686593055725,0.07755369437117016
17541,0.1778792292180148,0.5655619014861316,ranked,0.9958593249320984,0.5594077110290527,0.06556190148613161
32235,0.34690790947792965,0.5615539688351298,ranked,1.1553035974502563,0.8640611171722412,0.06155396883512976
15049,0.39793860631861977,0.441908866619323,ranked,1.5059800148010254,2.264570713043213,0.05809113338067701
28638,0.14404548509970871,0.5541258385799626,ranked,0.5651514530181885,0.27504199743270874,0.05412583857996256
4378,0.2338113376652476,0.45318897643456396,ranked,0.3048979341983795,0.4954111576080322,0.04681102356543604
27167,0.5129397266412727,0.5463233787798558,ranked,2.9461863040924072,2.4982330799102783,0.04632337877985582
30872,0.16460340578086488,0.5452031087222382,ranked,1.795155644416809,1.0416139364242554,0.045203108722238206
26710,0.1809041003809097,0.5430057091693968,ranked,0.8792358040809631,0.5589186549186707,0.04300570916939683
8410,0.23294308760923146,0.5422025493468944,ranked,0.3464217782020569,0.2510446012020111,0.04220254934689438
760,0.20331055343939056,0.5418001437520714,ranked,0.299073189496994,0.20671378076076508,0.04180014375207142
6367,0.2238124579879005,0.5378008723532292,ranked,1.7314330339431763,1.2228189706802368,0.037800872353229154
22482,0.2019381581895586,0.537500803777681,ranked,0.2821107804775238,0.20253220200538635,0.03750080377768095
30773,0.16068227649563074,0.46352884329527866,ranked,0.16658060252666473,0.3773873448371887,0.03647115670472134
5840,0.10449809545149003,0.5359533969363567,ranked,0.15172719955444336,0.08539468795061111,0.035953396936356685
13597,0.12900515348420344,0.5354147114255016,ranked,0.177216574549675,0.11180184781551361,0.035414711425501566
16964,0.1860015684517141,0.5352063948305155,ranked,0.7424678206443787,0.5579019784927368,0.035206394830515464
28045,0.3269941743222048,0.4651045508622878,ranked,1.575583577156067,2.047757148742676,0.0348954491377122
12831,0.11575733811337666,0.5347806706959126,ranked,0.3263107240200043,0.20794577896595,0.03478067069591262
7940,0.21039659421913512,0.46595335919082204,ranked,1.7219247817993164,2.5556676387786865,0.034046640809177964
10477,0.14130069460004482,0.4669547532817046,ranked,0.2265184074640274,0.402297705411911,0.033045246718295396
29732,0.17488236612144298,0.46712857933266616,ranked,0.6082894206047058,1.035233736038208,0.03287142066733384
25467,0.1515796549406229,0.46725866662191123,ranked,0.09576286375522614,0.1652483344078064,0.032741333378088766
11226,0.14323325117633878,0.4672775955582133,ranked,0.5324640274047852,0.9786447286605835,0.0327224044417867
10637,0.20905220703562627,0.4678128659968811,ranked,0.16987472772598267,0.24501141905784607,0.0321871340031189
19607,0.26523638807976696,0.4681852296285552,ranked,0.25342264771461487,0.33543285727500916,0.03181477037144481
9195,0.3290667712301143,0.4684157441927596,ranked,0.6589652299880981,0.873966634273529,0.03158425580724039
14581,0.12046269325565763,0.5312991000880369,ranked,0.4985041916370392,0.28949397802352905,0.031299100088036935
3553,0.24117745910822316,0.4687300712563799,ranked,2.184701442718506,3.227158784866333,0.03126992874362011
19648,0.1861976249159758,0.531102682885204,ranked,0.25340187549591064,0.18814809620380402,0.031102682885204014
14128,0.18471319740085146,0.5305038011101502,ranked,0.38071751594543457,0.2936021685600281,0.030503801110150164
12426,0.08598476361192023,0.5303023539778042,ranked,0.15742769837379456,0.08630264550447464,0.03030235397780423
27386,0.1674602285458212,0.47018331366072014,ranked,0.6817734241485596,0.915352463722229,0.029816686339279863
6161,0.1407405332735828,0.4703093764446654,ranked,0.09904308617115021,0.1649840623140335,0.029690623555334583
17299,0.1358391216670401,0.5296064347239509,ranked,1.8925719261169434,1.1643246412277222,0.02960643472395086
19359,0.12903316155052655,0.5293530228870948,ranked,0.9311420917510986,0.5504207611083984,0.02935302288709485
17375,0.15715326013892,0.5292559854082952,ranked,0.44595932960510254,0.31880828738212585,0.029255985408295215
24072,0.21756665919784898,0.5292024535900677,ranked,4.313445568084717,2.8793654441833496,0.02920245359006768
11381,0.13466278288146985,0.5286392896506057,ranked,0.2129358947277069,0.1500236541032791,0.028639289650605693
6862,0.14415751736500113,0.4716340200369475,ranked,0.5131964087486267,0.8125646710395813,0.028365979963052512
30323,0.14144073493166032,0.5283351347839123,ranked,1.9689682722091675,1.322583794593811,0.028335134783912252
8249,0.18588953618642168,0.4720905781169004,ranked,0.14367032051086426,0.20301078259944916,0.027909421883099583
1745,0.175442527447905,0.47220607832971334,ranked,0.6393705010414124,0.9033814668655396,0.02779392167028666
25189,0.12852901635671074,0.527632719590939,ranked,0.20696821808815002,0.1368851363658905,0.027632719590939048
2026,0.36298453954738963,0.4724922703660527,ranked,1.0530548095703125,1.2938735485076904,0.02750772963394732
6875,0.12892112928523414,0.5273570086807539,ranked,0.7240771651268005,0.46403801441192627,0.027357008680753858
18181,0.07326910150123235,0.5272147271123659,ranked,0.5604578852653503,0.2922479510307312,0.027214727112365944
26953,0.12561617745910822,0.4727935887007483,ranked,0.16447892785072327,0.3361751437187195,0.02720641129925172
18845,0.0771342146538203,0.5269466551794424,ranked,0.6749191284179688,0.3497447669506073,0.02694665517944239
8130,0.06200985883934573,0.52629381189369,ranked,0.32041746377944946,0.1561979204416275,0.026293811893689956
28284,0.13600717006497873,0.5262795140873525,ranked,0.31841903924942017,0.2536543309688568,0.026279514087352518
4754,0.10416199865561282,0.5255929778566717,ranked,0.6255912780761719,0.42032313346862793,0.025592977856671695
4188,0.11054783777727986,0.5253965269524686,ranked,0.5916372537612915,0.3724344074726105,0.025396526952468634
28576,0.0852285458211965,0.5252436463031304,ranked,0.11535483598709106,0.07010903209447861,0.025243646303130363
9904,0.08923369930539995,0.5249289400990947,ranked,0.7146173119544983,0.40785229206085205,0.024928940099094743
26971,0.058844947344835315,0.5246755591551615,ranked,0.2730218470096588,0.13373617827892303,0.02467555915516151
28034,0.16591978489805065,0.47540505733097377,ranked,0.8025585412979126,1.2315623760223389,0.024594942669026232
5598,0.06763948017028905,0.5242326894484335,ranked,0.4894717335700989,0.25947511196136475,0.024232689448433486
21961,0.09758010306968407,0.5237799761331388,ranked,0.3756927251815796,0.2266007959842682,0.023779976133138758
16391,0.25120434685189336,0.47650281487325047,ranked,0.5834245681762695,0.7448807954788208,0.02349718512674953
9069,0.12180708043916648,0.47663231238851594,ranked,0.2832395136356354,0.4531404376029968,0.023367687611484056
31329,0.122507282097244,0.47665402449631283,ranked,0.3783465325832367,0.6592433452606201,0.023345975503687166
21398,0.14018037194712077,0.5231845515569852,ranked,1.1024014949798584,0.7809324860572815,0.023184551556985178
12525,0.07318507730226305,0.476993610736951,ranked,0.07417705655097961,0.2177378088235855,0.023006389263048987
6543,0.12208716110239749,0.4771379368551355,ranked,0.303559809923172,0.5271114706993103,0.022862063144864497
15102,0.19347972215998208,0.47753995207575284,ranked,0.2086474746465683,0.269536554813385,0.022460047924247162
28187,0.07343714989917097,0.5223398098604638,ranked,0.39965328574180603,0.22039657831192017,0.0223398098604638
13305,0.12894913735155725,0.47767810241783515,ranked,0.4724878966808319,0.7520517706871033,0.02232189758216485
23933,0.09956867577862424,0.4778047016152572,ranked,0.06377840787172318,0.11109933257102966,0.022195298384742823
23965,0.10766300694600045,0.47788851973156815,ranked,0.4764358699321747,0.8406550288200378,0.02211148026843185
23567,0.09077414295317052,0.5217657940797746,ranked,0.5232959985733032,0.30825185775756836,0.021765794079774636
11811,0.07724624691911271,0.4784900582979783,ranked,0.045719753950834274,0.09555073082447052,0.021509941702021695
2215,0.11253641048622003,0.5214471139224942,ranked,0.3134456276893616,0.2190627157688141,0.02144711392249421
31577,0.10606654716558368,0.5213234832541036,ranked,0.15341293811798096,0.1058325320482254,0.021323483254103603
27638,0.05436365673313914,0.521308646225842,ranked,0.07481840252876282,0.03952990099787712,0.021308646225842054
22139,0.07318507730226305,0.478887200862144,ranked,0.0386563204228878,0.08178311586380005,0.02111279913785602
13625,0.052319067891552766,0.5210479240000849,ranked,0.9156156182289124,0.45593512058258057,0.021047924000084928
12641,0.1804559713197401,0.47906252100718744,ranked,0.6319893598556519,0.7807866930961609,0.020937478992812564
22150,0.09881245798790052,0.5209191398304901,ranked,0.13377130031585693,0.0953209400177002,0.020919139830490097
18946,0.054223616401523636,0.5208750163114634,ranked,0.08302951604127884,0.044549427926540375,0.02087501631146338
6802,0.11379677347075957,0.47936718981977766,ranked,0.2708907425403595,0.43690118193626404,0.02063281018022234
19848,0.12354358055119874,0.47949572122909523,ranked,0.21283701062202454,0.3385300934314728,0.02050427877090477
3929,0.07310105310329375,0.4795534601017116,ranked,0.13395564258098602,0.3162005543708801,0.020446539898288374
19412,0.09127828814698634,0.5203552990551753,ranked,0.370148628950119,0.23458345234394073,0.020355299055175302
1066,0.20672753753080889,0.4797672363186817,ranked,0.7574837803840637,0.9346362948417664,0.020232763681318322
31652,0.14600604974232578,0.4800059403158618,ranked,0.11517514288425446,0.15838174521923065,0.0199940596841382
28189,0.08567667488236612,0.48018987396945706,ranked,0.14576809108257294,0.23618702590465546,0.01981012603054294
23268,0.07021622227201434,0.4801978527688686,ranked,0.10591582953929901,0.3120293617248535,0.019802147231131384
11519,0.11466502352677571,0.480211650671547,ranked,0.3714812397956848,0.5997883081436157,0.019788349328453025
13268,0.10976361192023303,0.48022074723307256,ranked,0.07917655259370804,0.12243479490280151,0.019779252766927435
12731,0.10819516020613937,0.48025335050036205,ranked,0.2566109597682953,0.3876991868019104,0.019746649499637947
3918,0.09265068339681828,0.5196936007343843,ranked,0.8618874549865723,0.6002253890037537,0.01969360073438431
21941,0.09195048173874076,0.519594420410125,ranked,0.1229223981499672,0.0837651863694191,0.019594420410125046
1898,0.069011875420121,0.5194993039094309,ranked,0.09795518964529037,0.06114742532372475,0.019499303909430887
2589,0.10309769213533497,0.5194947345653117,ranked,0.13588204979896545,0.09598851203918457,0.0194947345653117
8450,0.06749943983867354,0.48052484873926316,ranked,0.0682370737195015,0.164369136095047,0.019475151260736845
29637,0.06150571364552991,0.5193053412897327,ranked,0.36120253801345825,0.19799138605594635,0.019305341289732714
24756,0.06467062514004034,0.48079332789707757,ranked,0.10134425014257431,0.23806414008140564,0.01920667210292243
28030,0.047221599820748375,0.5191578949863505,ranked,0.20201781392097473,0.09969512373209,0.019157894986350454
26630,0.06038539099260587,0.5191566480356503,ranked,0.26769909262657166,0.14920149743556976,0.019156648035650314
15524,0.06621106878781088,0.5190159279640848,ranked,0.09519930183887482,0.059925224632024765,0.0190159279640848
15495,0.16911270445888416,0.48123966322804845,ranked,0.6694878339767456,0.9259182214736938,0.018760336771951547
171,0.11424490253192919,0.48128900484257237,ranked,0.08027709275484085,0.11933545023202896,0.018710995157427635
6856,0.04705355142280977,0.5186393376188894,ranked,0.2660449743270874,0.13189804553985596,0.018639337618889362
8476,0.06884382702218239,0.4815088192217158,ranked,0.06552916765213013,0.19799649715423584,0.01849118077828421
147,0.05226305175890657,0.5181320645935742,ranked,0.12839554250240326,0.06542438268661499,0.018132064593574193
24583,0.041956083352005374,0.5180534364882848,ranked,0.22377851605415344,0.10299745202064514,0.018053436488284835
1078,0.32231682724624694,0.5179297552678388,ranked,1.2951316833496094,1.2011090517044067,0.0179297552678388
22349,0.08189558592874747,0.48224128761162793,ranked,0.058231160044670105,0.09717385470867157,0.017758712388372067
6069,0.09063410262155501,0.48240473644899357,ranked,0.17490781843662262,0.2790485918521881,0.017595263551006435
17047,0.05133878557024423,0.517564654281458,ranked,0.1943352073431015,0.10746757686138153,0.017564654281458036
17013,0.05710844723280305,0.5175612335923755,ranked,0.07699126750230789,0.04613371193408966,0.01756123359237549
4127,0.15505265516468744,0.4825539885841327,ranked,0.5756254196166992,0.736877977848053,0.017446011415867324
3743,0.03638247815370827,0.51717092678948,ranked,0.23502808809280396,0.09589854627847672,0.017170926789479957
28449,0.06814362536410486,0.4829104535943814,ranked,0.08935977518558502,0.16587179899215698,0.017089546405618605
22946,0.05800470535514228,0.5169840611166711,ranked,0.0751505047082901,0.04573037847876549,0.016984061116671056
14986,0.039491373515572484,0.5169153636818217,ranked,0.12764422595500946,0.05850785970687866,0.01691536368182167
9020,0.10231346627828815,0.5169068934040937,ranked,0.11361460387706757,0.08751016110181808,0.01690689340409368
14347,0.07808648890880573,0.48324351300297724,ranked,0.1363431066274643,0.2056664228439331,0.016756486997022757
11405,0.06976809321084472,0.48328012392488134,ranked,0.13472528755664825,0.30166080594062805,0.016719876075118656
8849,0.054923818059601164,0.5167180477757816,ranked,0.3246381878852844,0.17536868155002594,0.016718047775781564
27189,0.0878893121218911,0.4833193888296942,ranked,0.18684980273246765,0.29435864090919495,0.01668061117030578
7835,0.07161662558816939,0.48349582954529935,ranked,0.15967760980129242,0.32537686824798584,0.01650417045470065
26295,0.10410598252296661,0.4836150678017648,ranked,0.31439507007598877,0.5046268105506897,0.016384932198235225
1854,0.23257898274703115,0.5161838361218297,ranked,0.709912121295929,0.5809746384620667,0.01618383612182972
9560,0.07878669056688327,0.4839177987855643,ranked,0.1458611786365509,0.2766037881374359,0.01608220121443571
2430,0.05887295541115841,0.5160332471656697,ranked,0.24114353954792023,0.1335582137107849,0.016033247165669673
25750,0.03851109119426395,0.5159937716272928,ranked,0.16121810674667358,0.07299325615167618,0.015993771627292763
13143,0.05562401971767869,0.4840305439113577,ranked,0.060387153178453445,0.13542896509170532,0.01596945608864231
2097,0.053355366345507506,0.5159490611427335,ranked,0.3524964153766632,0.17912344634532928,0.015949061142733534
19334,0.07307304503697065,0.5159468677452184,ranked,0.2572563886642456,0.16125015914440155,0.015946867745218363
25623,0.043412502800806635,0.5158987393800241,ranked,0.3116142451763153,0.16510356962680817,0.015898739380024063
10561,0.12301142729105982,0.48414318231614506,ranked,0.36968082189559937,0.5315269827842712,0.01585681768385494
19906,0.1484987676450818,0.48416104965928364,ranked,0.2879885137081146,0.3886794149875641,0.015838950340716362
16948,0.045233027111808204,0.5156785402435701,ranked,0.3113771975040436,0.1588050276041031,0.01567854024357007
11348,0.044028680259914854,0.5156680759681012,ranked,0.17553776502609253,0.08873353898525238,0.01566807596810116
7611,0.1836208828142505,0.4844995799236534,ranked,0.27969440817832947,0.35063686966896057,0.01550042007634661
6390,0.07273694824109343,0.4845448015456616,ranked,0.1147327870130539,0.24009916186332703,0.015455198454338404
324,0.0531593098812458,0.48457949148946033,ranked,0.08640985190868378,0.21042807400226593,0.015420508510539666
31547,0.07763835984763612,0.484608129228848,ranked,0.11090254783630371,0.2554776668548584,0.015391870771152005
17436,0.1119202330271118,0.5153144671489828,ranked,0.30679941177368164,0.25744080543518066,0.015314467148982769
15253,0.17642280976921354,0.4846965784751235,ranked,0.415000855922699,0.5132781863212585,0.015303421524876515
6636,0.20535514228097693,0.4847099944289388,ranked,0.3239142596721649,0.4368695318698883,0.015290005571061194
28185,0.03803495406677123,0.5152421664759619,ranked,0.05895369499921799,0.03117228113114834,0.015242166475961882
22542,0.06861976249159758,0.5151926226532162,ranked,0.09526196122169495,0.06500836461782455,0.015192622653216192
10797,0.040779744566435135,0.5151557224612173,ranked,0.22738537192344666,0.12142035365104675,0.015155722461217325
29345,0.05005041451938158,0.5150674978907436,ranked,0.26086652278900146,0.1554589420557022,0.015067497890743575
7189,0.07649002912838898,0.48502755682410514,ranked,0.21203254163265228,0.4337448179721832,0.014972443175894856
11222,0.20639144073493165,0.5148663765383104,ranked,0.922805905342102,0.8144835233688354,0.014866376538310355
290,0.06433452834416312,0.4851977992960278,ranked,0.1085994690656662,0.19406425952911377,0.014802200703972201
28990,0.145781985211741,0.48528268462239726,ranked,0.22560131549835205,0.3097773492336273,0.014717315377602735
19750,0.10225745014564194,0.485286644533404,ranked,0.23214997351169586,0.3247438967227936,0.014713355466596023
25579,0.050414519381581896,0.48541132836961587,ranked,0.1258695423603058,0.24961385130882263,0.014588671630384131
26758,0.061617745910822315,0.48563021315262933,ranked,0.099933922290802,0.2142719179391861,0.01436978684737067
6720,0.3002184629173202,0.5143507118717975,ranked,1.2306565046310425,1.0846296548843384,0.014350711871797484
18913,0.04744566435133318,0.5142565670939461,ranked,0.32805395126342773,0.16531860828399658,0.014256567093946071
11394,0.03523414743446113,0.5142274266424521,ranked,0.1259806752204895,0.061636097729206085,0.014227426642452135
12618,0.09251064306520278,0.5141010380785941,ranked,0.38344281911849976,0.2715635895729065,0.014101038078594086
31434,0.048005825677795204,0.4860718106326295,ranked,0.022606300190091133,0.05021214857697487,0.013928189367370503
28263,0.10147322428859512,0.48610095950946625,ranked,0.24840103089809418,0.3494272232055664,0.013899040490533754
5982,0.08413623123459556,0.48623531002205056,ranked,0.21653293073177338,0.4304368793964386,0.01376468997794944
1820,0.05710844723280305,0.48629853379267846,ranked,0.09664713591337204,0.21190321445465088,0.013701466207321544
19325,0.13337441183060722,0.48638468853732814,ranked,0.35556286573410034,0.3861556649208069,0.013615311462671864
18906,0.02845619538427067,0.513595174893935,ranked,0.21922139823436737,0.09418193250894547,0.013595174893935025
31609,0.06811561729778176,0.4864475809111485,ranked,0.04598984122276306,0.07480458170175552,0.01355241908885152
574,0.09581559489132871,0.486552647741415,ranked,0.17171742022037506,0.2327842116355896,0.01344735225858501
11601,0.05814474568675779,0.4865894159363804,ranked,0.034644756466150284,0.05950343608856201,0.013410584063619613
11056,0.08590073941295093,0.48685186535736397,ranked,0.07027645409107208,0.09863286465406418,0.013148134642636033
13953,0.06259802823213086,0.5130789962815256,ranked,0.2438085824251175,0.18668285012245178,0.013078996281525646
22237,0.06458660094107103,0.512914435298941,ranked,0.30716273188591003,0.20502546429634094,0.012914435298940985
13824,0.03358167152139816,0.4871085237595559,ranked,0.04303156957030296,0.15797093510627747,0.012891476240444122
31735,0.04447680932108447,0.48715664089095995,ranked,0.06731095165014267,0.15543997287750244,0.012843359109040053
9443,0.04439278512211517,0.5127660622078765,ranked,0.498160719871521,0.2809112071990967,0.01276606220787646
22159,0.06934797221599821,0.5126760514647785,ranked,0.7425263524055481,0.5166234374046326,0.01267605146477846
10909,0.027027784001792517,0.5126653681304024,ranked,0.15545754134655,0.07152104377746582,0.012665368130402421
14890,0.056464261707371725,0.48744215889989373,ranked,0.10847530514001846,0.21291647851467133,0.01255784110010627
2269,0.06755545597131973,0.48744242851085595,ranked,0.11060399562120438,0.18853546679019928,0.012557571489144048
1177,0.0877772798565987,0.5125263921047485,ranked,0.44266703724861145,0.3254873752593994,0.012526392104748485
16042,0.06979610127716783,0.48747575354915873,ranked,0.1289617419242859,0.19258809089660645,0.01252424645084127
30561,0.09183844947344835,0.5125033431759308,ranked,0.10871667414903641,0.0858391523361206,0.012503343175930826
24065,0.08158749719919337,0.4877452943001366,ranked,0.12246520817279816,0.15936587750911713,0.012254705699863422
18667,0.05775263275823437,0.5122412195348599,ranked,0.07061916589736938,0.0493406280875206,0.012241219534859904
15579,0.24661102397490478,0.48792562190711297,ranked,1.2698519229888916,1.357017159461975,0.012074378092887028
18669,0.04601725296885503,0.4880763232011736,ranked,0.11896103620529175,0.23291270434856415,0.011923676798826388
16709,0.043496526999775936,0.5118930225941177,ranked,0.1966790407896042,0.10633713006973267,0.01189302259411773
790,0.06024535066099036,0.511887478718708,ranked,0.07464756816625595,0.05334920808672905,0.011887478718707989
19209,0.0770221823885279,0.4881388167754457,ranked,0.07075702399015427,0.10090204328298569,0.011861183224554317
9962,0.08424826349988797,0.48816377264013117,ranked,0.060718756169080734,0.08420627564191818,0.011836227359868834
16925,0.0902419896930316,0.5117013235831225,ranked,0.35277652740478516,0.2704760432243347,0.01170132358312248
19889,0.03260138920008963,0.5116113044146817,ranked,0.12668341398239136,0.06912122666835785,0.011611304414681722
24249,0.04498095451490029,0.48861190256906895,ranked,0.11356896907091141,0.2595222592353821,0.011388097430931055
19422,0.1380517589065651,0.5113657197210714,ranked,0.17207647860050201,0.15182040631771088,0.011365719721071366
5129,0.04584920457091642,0.48873528890252527,ranked,0.08448036015033722,0.16661779582500458,0.011264711097474733
21859,0.08870154604526104,0.4888102014317421,ranked,0.21758128702640533,0.281117707490921,0.011189798568257914
14287,0.038623123459556354,0.5110967884032057,ranked,0.05242520198225975,0.03130973502993584,0.011096788403205715
24557,0.07142056912390768,0.4889292262461958,ranked,0.09068270772695541,0.13766813278198242,0.01107077375380422
32242,0.023750840241989694,0.511043074035889,ranked,0.1330864280462265,0.060934264212846756,0.011043074035889
